"Hash","Name","FullPath","SizeMB","LastWrite"
"AC796EF519ECBD956475324C06A7EFA3C2B89E22C95CB974A1DCA8F691CB261E","RUNEFORGE_COMMANDER_V42_EXPORT_BRIDGE.ahk","C:\RUNEFOGE_PRO\runeforge\runeforge\scripts\ahk\RUNEFORGE_COMMANDER_V42_EXPORT_BRIDGE.ahk","0.0143","24/04/2026 01:22:09 a. m."
"AC796EF519ECBD956475324C06A7EFA3C2B89E22C95CB974A1DCA8F691CB261E","RUNEFORGE_COMMANDER_V42_EXPORT_BRIDGE.ahk","C:\RUNEFOGE_PRO\runeforge\scripts\ahk\RUNEFORGE_COMMANDER_V42_EXPORT_BRIDGE.ahk","0.0143","24/04/2026 01:22:09 a. m."
"E8ECCCC963149508E43E480F165E29F50022DBC5B4F5227B98D47393549DCD61","forge_ui_nexo_v_1_runeforge.jsx","C:\RUNEFOGE_PRO\runeforge\app\forge_ui_nexo_v_1_runeforge.jsx","0.0162","27/03/2026 01:28:19 a. m."
"E8ECCCC963149508E43E480F165E29F50022DBC5B4F5227B98D47393549DCD61","forge_ui_nexo_v_1_runeforge.jsx","C:\RUNEFOGE_PRO\runeforge\runeforge\app\forge_ui_nexo_v_1_runeforge.jsx","0.0162","27/03/2026 01:28:19 a. m."
"30E0E592D5334882C9366D7564858D63A1D694051BFE372866DA53E4926BD24E","linux_build.sh","C:\RUNEFOGE_PRO\runeforge\app\_archive\source-zips\Sunshine-master\Sunshine-master\scripts\linux_build.sh","0.0228","21/03/2026 08:14:42 p. m."
"30E0E592D5334882C9366D7564858D63A1D694051BFE372866DA53E4926BD24E","linux_build.sh","C:\RUNEFOGE_PRO\runeforge\runeforge\app\_archive\source-zips\Sunshine-master\Sunshine-master\scripts\linux_build.sh","0.0228","21/03/2026 08:14:42 p. m."
"7D6A937188436AFF77135FC6F849915FE757ED7B05081F1043FC8793CB3DC254","package-lock.json","C:\RUNEFOGE_PRO\runeforge\app\package-lock.json","0.0406","27/03/2026 01:17:01 a. m."
"7D6A937188436AFF77135FC6F849915FE757ED7B05081F1043FC8793CB3DC254","package-lock.json","C:\RUNEFOGE_PRO\runeforge\runeforge\app\package-lock.json","0.0406","27/03/2026 01:17:01 a. m."
"0A45E64960AAA412D73FF9C7AB4DE6C53C2BC881D8809D21827B1674A6A8AC5D","RUNEFORGE_CURRENT_STATE_MEMORY.md","C:\RUNEFOGE_PRO\runeforge\docs\RUNEFORGE_CURRENT_STATE_MEMORY.md","0.0425","23/04/2026 11:53:33 p. m."
"0A45E64960AAA412D73FF9C7AB4DE6C53C2BC881D8809D21827B1674A6A8AC5D","RUNEFORGE_CURRENT_STATE_MEMORY.md","C:\RUNEFOGE_PRO\runeforge\runeforge\docs\RUNEFORGE_CURRENT_STATE_MEMORY.md","0.0425","23/04/2026 11:53:33 p. m."
"0D0733034A3D0AD8B59F7DAAEA139C631CAF466E3ADE77405AF495E1C441A41B","padtest_ps2.elf","C:\RUNEFOGE_PRO\runeforge\app\retro\tools\ps2-bios-dumper\padtest_ps2.elf","0.1898","22/03/2026 08:02:28 p. m."
"0D0733034A3D0AD8B59F7DAAEA139C631CAF466E3ADE77405AF495E1C441A41B","padtest_ps2.elf","C:\RUNEFOGE_PRO\runeforge\runeforge\app\retro\tools\ps2-bios-dumper\padtest_ps2.elf","0.1898","22/03/2026 08:02:28 p. m."
"6CA62BACFA234F2B2C2B26341D5C5292D7F6AD99CB816418AF58302647548D65","PlayniteInstaller.exe","C:\RUNEFOGE_PRO\runeforge\app\retro\frontends\playnite\PlayniteInstaller.exe","0.2444","22/03/2026 08:06:12 p. m."
"6CA62BACFA234F2B2C2B26341D5C5292D7F6AD99CB816418AF58302647548D65","PlayniteInstaller.exe","C:\RUNEFOGE_PRO\runeforge\runeforge\app\retro\frontends\playnite\PlayniteInstaller.exe","0.2444","22/03/2026 08:06:12 p. m."
"04350080EE7EF2018FC733CDAA48C38566A4FE3DF15CCD1BF09ABAA7C7099637","PS2dumperV2_bin.7z","C:\RUNEFOGE_PRO\runeforge\app\retro\tools\ps2-bios-dumper\PS2dumperV2_bin.7z","0.2812","22/03/2026 08:03:00 p. m."
"04350080EE7EF2018FC733CDAA48C38566A4FE3DF15CCD1BF09ABAA7C7099637","PS2dumperV2_bin.7z","C:\RUNEFOGE_PRO\runeforge\runeforge\app\retro\tools\ps2-bios-dumper\PS2dumperV2_bin.7z","0.2812","22/03/2026 08:03:00 p. m."
"1E578127E0D5A53840251F17472F68808BC5D6E1662046B7779218B7694275CB","PS2dumperV2_iso.7z","C:\RUNEFOGE_PRO\runeforge\app\retro\tools\ps2-bios-dumper\PS2dumperV2_iso.7z","0.4316","22/03/2026 08:03:08 p. m."
"1E578127E0D5A53840251F17472F68808BC5D6E1662046B7779218B7694275CB","PS2dumperV2_iso.7z","C:\RUNEFOGE_PRO\runeforge\runeforge\app\retro\tools\ps2-bios-dumper\PS2dumperV2_iso.7z","0.4316","22/03/2026 08:03:08 p. m."
"88EE9533EC31C491E09EEF9B723C779BD2CBB02594F546DBCFDD5D6092245926","NotebookLM Mind Map.png","C:\RUNEFOGE_PRO\runeforge\NotebookLM Mind Map.png","1.708","19/04/2026 06:24:50 p. m."
"88EE9533EC31C491E09EEF9B723C779BD2CBB02594F546DBCFDD5D6092245926","NotebookLM Mind Map.png","C:\RUNEFOGE_PRO\runeforge\runeforge\NotebookLM Mind Map.png","1.708","19/04/2026 06:24:50 p. m."
"8FD7DEDAF84ECA972E3AB1ADA76CEF9AE6E7F1ECA517F48601CC479F405F03A0","Runeforge_Tactical_Playbook.pptx","C:\RUNEFOGE_PRO\runeforge\Runeforge_Tactical_Playbook.pptx","18.3128","19/04/2026 06:23:17 p. m."
"8FD7DEDAF84ECA972E3AB1ADA76CEF9AE6E7F1ECA517F48601CC479F405F03A0","Runeforge_Tactical_Playbook.pptx","C:\RUNEFOGE_PRO\runeforge\runeforge\Runeforge_Tactical_Playbook.pptx","18.3128","19/04/2026 06:23:17 p. m."
